(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;Found in Word in Text;LetterPositionIndex In Word;WordNumber;WordCoordinatesDWTK;WordNumberInVerse;Found In Verse
(17920, 580, 5);7;ז;17920;(1, 15, 13, 25, 17920);זרעך;1;4805;(1, 15, 13, 8, 4805);8;ויאמר לאברם ידע תדע כי גר יהיה זרעך בארץ לא להם ועבדום וענו אתם ארבע מאות שנה
(17920, 580, 5);2;ב;18500;(1, 16, 4, 33, 18500);בעיניה;1;4962;(1, 16, 4, 10, 4962);10;ויבא אל הגר ותהר ותרא כי הרתה ותקל גברתה בעיניה
(17920, 580, 5);10;י;19080;(1, 16, 16, 32, 19080);ישמעאל;1;5122;(1, 16, 16, 10, 5122);10;ואברם בן שמנים שנה ושש שנים בלדת הגר את ישמעאל לאברם
(17920, 580, 5);4;ד;19660;(1, 17, 12, 34, 19660);יליד;4;5265;(1, 17, 12, 9, 5265);9;ובן שמנת ימים ימול לכם כל זכר לדרתיכם יליד בית ומקנת כסף מכל בן נכר אשר לא מזרעך הוא
(17920, 580, 5);5;ה;20240;(1, 17, 23, 8, 20240);אברהם;4;5414;(1, 17, 23, 2, 5414);2;ויקח אברהם את ישמעאל בנו ואת כל ילידי ביתו ואת כל מקנת כספו כל זכר באנשי בית אברהם וימל את בשר ערלתם בעצם היום הזה כאשר דבר אתו אלהים
