ELS Search Term;(ELS Search Term #, [Gematria LetterValues], Gematria WordTotal);Gematria WordTotal;# Positive ELS Matches;# Negative ELS Matches
נתנאל;(1, [50, 400, 50, 1, 30], 531);531;8;10
