(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;Found in Word in Text;LetterPositionIndex In Word;WordNumber;WordCoordinatesDWTK;WordNumberInVerse;Found In Verse
(58513, -828, 5);7;ז;58513;(1, 39, 18, 23, 58513);ויעזב;4;15552;(1, 39, 18, 5, 15552);5;ויהי כהרימי קולי ואקרא ויעזב בגדו אצלי וינס החוצה
(58513, -828, 5);2;ב;57685;(1, 39, 3, 40, 57685);בידו;1;15332;(1, 39, 3, 12, 15332);12;וירא אדניו כי יהוה אתו וכל אשר הוא עשה יהוה מצליח בידו
(58513, -828, 5);10;י;56857;(1, 38, 18, 34, 56857);ופתילך;4;15120;(1, 38, 18, 9, 15120);9;ויאמר מה הערבון אשר אתן לך ותאמר חתמך ופתילך ומטך אשר בידך ויתן לה ויבא אליה ותהר לו
(58513, -828, 5);4;ד;56029;(1, 38, 1, 15, 56029);וירד;4;14892;(1, 38, 1, 4, 14892);4;ויהי בעת ההוא וירד יהודה מאת אחיו ויט עד איש עדלמי ושמו חירה
(58513, -828, 5);5;ה;55201;(1, 37, 22, 39, 55201);הזה;1;14687;(1, 37, 22, 11, 14687);11;ויאמר אלהם ראובן אל תשפכו דם השליכו אתו אל הבור הזה אשר במדבר ויד אל תשלחו בו למען הציל אתו מידם להשיבו אל אביו
